sseqid,sstart,send
LmjF.34,1,1241
LmjF.34,54789,55960
LmjF.34,164132,165131
LmjF.34,196521,197419
LmjF.34,197579,199095
LmjF.34,204112,204971
LmjF.34,204996,206089
LmjF.34,258515,260196
LmjF.34,260225,261240
LmjF.34,475495,476026
LmjF.34,476081,477053
LmjF.34,477809,481521
LmjF.34,484710,485673
LmjF.34,486428,487731
LmjF.34,511578,512577
LmjF.34,654138,654799
LmjF.34,703548,704524
LmjF.34,704531,705685
LmjF.34,948570,949153
LmjF.34,1274389,1275432
LmjF.34,1342928,1344060
LmjF.34,1387335,1388294
LmjF.34,1570399,1571950
LmjF.34,1866009,1866754
LmjF.35,5,1004
LmjF.35,7325,8338
LmjF.35,345950,346936
LmjF.35,384201,384754
LmjF.35,575846,576509
LmjF.35,792532,793364
LmjF.35,856638,856976
LmjF.35,1257512,1258383
LmjF.35,1489405,1489990
LmjF.35,1730885,1731258
LmjF.35,2013690,2015186
LmjF.35,2067208,2067410
LmjF.35,2090231,2090491
LmjF.36,1,1342
LmjF.36,8644,9643
LmjF.36,27951,28585
LmjF.36,473791,475175
LmjF.36,808305,809258
LmjF.36,924431,925099
LmjF.36,950802,951447
LmjF.36,971850,972101
LmjF.36,1262717,1263722
LmjF.36,1386026,1386895
LmjF.36,1980068,1981233
LmjF.36,2049035,2049574
LmjF.36,2060637,2061353
LmjF.36,2080393,2080933
LmjF.36,2273148,2274365
LmjF.36,2285650,2286238
LmjF.36,2438705,2438926
LmjF.36,2508076,2508672
LmjF.36,2680661,2682183
