sseqid,sstart,send
LmjF.08,307467,309132
LmjF.08,309251,309564
LmjF.08,309605,310697
LmjF.08,310707,311082
LmjF.08,311148,311308
LmjF.08,311337,311929
LmjF.08,311938,312235
LmjF.08,313350,315015
LmjF.08,315137,315450
LmjF.08,315491,316952
LmjF.08,317016,317176
LmjF.08,317205,317796
LmjF.08,317805,318102
LmjF.08,319221,320886
LmjF.08,321005,321318
LmjF.08,321359,322451
LmjF.08,322461,322833
LmjF.08,322897,323057
LmjF.08,323086,323677
LmjF.08,323686,323983
LmjF.08,325097,326762
LmjF.08,326884,327197
LmjF.08,327238,328697
LmjF.08,328761,328921
LmjF.08,328950,329541
LmjF.08,329550,329847
LmjF.08,330966,332631
LmjF.08,332750,333063
LmjF.08,333104,334196
LmjF.08,334206,334578
LmjF.08,334642,334802
LmjF.08,334831,335422
LmjF.08,335431,335728
LmjF.08,336842,338507
LmjF.08,338626,338939
LmjF.08,338980,340439
LmjF.08,340503,340663
LmjF.08,340692,341285
LmjF.08,341294,341591
LmjF.08,342705,344374
LmjF.08,344496,344809
LmjF.08,344850,346309
LmjF.08,346373,346533
LmjF.08,346562,347153
LmjF.08,347162,347459
LmjF.08,348577,350483
LmjF.08,350688,351923
LmjF.08,352153,352265
LmjF.08,352407,352987
LmjF.08,354713,355328
LmjF.08,357488,358606
LmjF.08,360227,360477
LmjF.08,360507,360667
LmjF.08,360719,360923
LmjF.08,361006,361283
LmjF.08,361285,362171
LmjF.08,364189,364322
LmjF.08,364388,364507
LmjF.08,364542,364770
LmjF.08,364826,365295
LmjF.08,365325,365485
LmjF.08,365537,365741
LmjF.08,365824,366100
LmjF.08,366102,366997
LmjF.08,369009,369142
LmjF.08,369208,369327
LmjF.08,369362,369590
LmjF.08,369644,370113
LmjF.08,370143,370303
LmjF.08,370355,370559
LmjF.08,370642,370917
LmjF.08,370919,371805
LmjF.08,373825,373958
LmjF.08,374024,374143
LmjF.08,374178,374406
LmjF.08,374462,374931
LmjF.08,374961,375121
LmjF.08,375173,375377
LmjF.08,375460,375737
LmjF.08,375739,376576
LmjF.08,378642,378775
LmjF.08,378841,378960
LmjF.08,378995,379223
LmjF.08,379279,379746
LmjF.08,379776,379936
LmjF.08,379988,380192
LmjF.08,380275,380552
LmjF.08,380554,381440
LmjF.08,383458,383591
LmjF.08,383657,383776
LmjF.08,383811,384039
LmjF.08,384095,384564
LmjF.08,384594,384754
LmjF.08,384806,385010
LmjF.08,385093,385370
LmjF.08,385372,386207
LmjF.08,388276,388409
LmjF.08,388475,388594
LmjF.08,388629,388857
LmjF.08,388913,389378
LmjF.08,389408,389571
LmjF.08,389623,390224
LmjF.08,400550,401107
LmjF.08,490009,490947
LmjF.08,491092,491680
LmjF.08,521725,522277
LmjF.08,534824,535411
LmjF.08,539488,540567
LmjF.08,557633,558220
LmjF.09,1,1000
LmjF.09,276881,277444
LmjF.09,387081,388080
LmjF.09,405671,406233
LmjF.09,418608,419175
LmjF.09,463708,465179
LmjF.09,573241,573441
LmjF.10,1,1223
LmjF.10,7985,8904
LmjF.10,31240,31410
LmjF.10,131676,132288
LmjF.10,132652,133393
LmjF.10,133518,134085
LmjF.10,156443,157201
LmjF.10,160316,161075
LmjF.10,166577,167343
LmjF.10,172900,173722
LmjF.10,181243,182082
LmjF.10,187424,187675
LmjF.10,187725,187827
LmjF.10,187997,188550
LmjF.10,191031,192088
LmjF.10,207312,207922
LmjF.10,231331,232292
LmjF.10,232931,234177
LmjF.10,234358,235068
LmjF.10,235078,235856
LmjF.10,240313,240512
LmjF.10,240518,241107
LmjF.10,356654,357357
LmjF.10,526568,527222
LmjF.10,535749,535920
LmjF.10,538410,538531
LmjF.10,538618,539690
LmjF.10,540690,541287
LmjF.10,541437,541654
LmjF.10,545990,546874
LmjF.10,548153,548319
LmjF.10,548491,548805
LmjF.10,548909,549470
LmjF.10,550126,550720
LmjF.10,550870,551434
LmjF.10,553415,554098
LmjF.10,561238,561953
LmjF.10,568485,569451
LmjF.10,569512,570864
LmjF.11,1,1242
LmjF.11,74745,75837
LmjF.11,156774,157641
LmjF.11,158025,158149
LmjF.11,158425,158941
LmjF.11,163001,163568
LmjF.11,207591,207715
LmjF.11,207991,208507
LmjF.11,234526,235099
LmjF.11,355783,356501
LmjF.11,356541,356755
LmjF.11,356788,357243
LmjF.11,357294,357850
LmjF.11,467181,468180
LmjF.11,581720,582575
LmjF.12,1,1047
LmjF.12,52657,52900
LmjF.12,52940,53197
LmjF.12,53312,53924
LmjF.12,107182,107895
LmjF.12,161982,162981
LmjF.12,182254,182891
LmjF.12,231251,232426
LmjF.12,232447,233472
LmjF.12,270955,271725
LmjF.12,285257,286432
LmjF.12,286452,287144
LmjF.12,291024,291711
LmjF.12,302077,302724
LmjF.12,309920,310745
LmjF.12,328613,329256
LmjF.12,359977,360141
LmjF.12,360242,360558
LmjF.12,360583,361986
LmjF.12,379959,385519
LmjF.12,389096,390122
LmjF.12,395942,399202
LmjF.12,399224,400390
LmjF.12,400473,405263
LmjF.12,409909,411774
LmjF.12,411908,412485
LmjF.12,412836,415451
LmjF.12,415473,417953
LmjF.12,418380,419406
LmjF.12,420307,423271
LmjF.12,423681,428899
LmjF.12,429040,430904
LmjF.12,431038,431615
LmjF.12,431966,435911
LmjF.12,436321,437812
LmjF.12,438269,439645
LmjF.12,440072,441098
LmjF.12,441995,446060
LmjF.12,448412,453324
LmjF.12,453751,455832
LmjF.12,455917,457424
LmjF.12,457834,461025
LmjF.12,461159,461736
LmjF.12,464881,466845
LmjF.12,467552,468838
LmjF.12,468956,475408
LmjF.12,475835,476861
LmjF.12,477760,480538
LmjF.12,480669,481739
LmjF.12,481777,482529
LmjF.12,482880,485150
LmjF.12,485206,487214
LmjF.12,487297,488652
LmjF.12,489079,490090
LmjF.12,495481,496507
LmjF.12,497404,502266
LmjF.12,502693,503719
LmjF.12,504618,506000
LmjF.12,506233,507972
LmjF.12,508382,511602
LmjF.12,511736,512312
LmjF.12,512663,514791
LmjF.12,514841,514941
LmjF.12,514990,517596
LmjF.12,517737,519534
LmjF.12,519668,520245
LmjF.12,520596,524876
LmjF.12,527890,528913
LmjF.12,529020,532105
LmjF.12,532515,533998
LmjF.12,536076,537102
LmjF.12,538003,541094
LmjF.12,541504,544416
LmjF.12,544843,545874
LmjF.12,546575,548719
LmjF.12,548785,549847
LmjF.12,550257,552739
LmjF.12,552788,553329
LmjF.12,553355,554122
LmjF.12,572952,573517
LmjF.12,575451,576107
LmjF.12,578845,579404
LmjF.12,594754,594995
LmjF.12,595011,595583
LmjF.12,613150,613332
LmjF.12,613359,613555
LmjF.12,613600,614029
LmjF.12,614049,614270
LmjF.12,614277,614476
LmjF.12,614786,615373
LmjF.12,627730,627919
LmjF.12,627976,628154
LmjF.12,628199,628635
LmjF.12,628655,628876
LmjF.12,628883,629454
LmjF.12,643549,644263
LmjF.12,647145,647737
LmjF.12,665735,666416
LmjF.12,666735,666981
LmjF.12,667008,667204
LmjF.12,667249,667682
LmjF.12,667702,667923
LmjF.12,667930,668501
LmjF.12,674269,675238
LmjF.13,1,1000
LmjF.13,21658,22267
LmjF.13,83777,84431
LmjF.13,84534,84635
LmjF.13,84787,84911
LmjF.13,84985,85548
LmjF.13,144978,145102
LmjF.13,145245,145798
LmjF.13,247084,247641
LmjF.13,261415,262104
LmjF.13,332429,332987
LmjF.13,373899,374457
LmjF.13,563073,563709
LmjF.13,644876,645426
LmjF.13,654027,654604
LmjF.14,1,1216
LmjF.14,60277,60855
LmjF.14,176808,177809
LmjF.14,245927,246871
LmjF.14,248154,248860
LmjF.14,253119,253825
LmjF.14,264076,264186
LmjF.14,264224,265119
LmjF.14,283460,286114
LmjF.14,453676,454245
LmjF.14,492065,493167
LmjF.14,565467,566032
LmjF.14,579531,579794
LmjF.14,579998,580151
LmjF.14,580212,582237
LmjF.14,622162,622648
LmjF.15,99,520
LmjF.15,1196,1859
LmjF.15,39508,40092
LmjF.15,80167,80390
LmjF.15,80641,80947
LmjF.15,149831,150390
LmjF.15,268192,268828
LmjF.15,268999,269129
LmjF.15,269294,270173
LmjF.15,285775,286336
LmjF.15,287044,287937
LmjF.15,290771,290890
LmjF.15,290985,291200
LmjF.15,291212,291937
LmjF.15,322962,323140
LmjF.15,323208,323773
LmjF.15,508977,509769
LmjF.15,583740,584432
LmjF.15,628136,629514
LmjF.16,86,1151
LmjF.16,104241,104791
LmjF.16,146264,146393
LmjF.16,156567,157730
LmjF.16,172025,172861
LmjF.16,206500,207159
LmjF.16,269253,270025
LmjF.16,311705,312393
LmjF.16,323240,324806
LmjF.16,355294,355906
LmjF.16,371212,372088
LmjF.16,373035,374034
LmjF.16,374108,374912
LmjF.16,383239,383800
LmjF.16,388152,388713
LmjF.16,393055,393616
LmjF.16,397965,398563
LmjF.16,398621,398827
LmjF.16,398877,400085
LmjF.16,407020,407160
LmjF.16,407229,407997
LmjF.16,424204,425002
LmjF.16,431149,431411
LmjF.16,431417,431973
LmjF.16,452778,453440
LmjF.16,459968,460087
LmjF.16,460093,460805
LmjF.16,462294,462433
LmjF.16,462605,463172
LmjF.16,504744,505313
LmjF.16,572989,573535
LmjF.16,573621,574894
LmjF.16,574899,575502
LmjF.16,622540,623195
LmjF.16,623202,623341
LmjF.16,623495,624131
LmjF.16,624251,624831
LmjF.16,624917,625901
LmjF.16,626209,626656
LmjF.16,626697,627460
LmjF.16,630400,630889
LmjF.16,630898,631049
LmjF.16,631112,631734
LmjF.16,638470,639315
LmjF.16,691526,692377
LmjF.16,710403,710524
LmjF.16,710958,711062
LmjF.16,711122,712836
LmjF.17,6,6062
LmjF.17,53957,54814
LmjF.17,54847,55797
LmjF.17,73525,74269
LmjF.17,79254,79998
LmjF.17,84983,85727
LmjF.17,90712,91456
LmjF.17,91611,92406
LmjF.17,100603,101365
LmjF.17,117946,118669
LmjF.17,123835,124579
LmjF.17,150071,150811
LmjF.17,170070,170952
LmjF.17,178385,179108
LmjF.17,185432,186146
LmjF.17,193978,194349
LmjF.17,194363,194930
LmjF.17,238612,239338
LmjF.17,240217,240778
LmjF.17,298804,299038
LmjF.17,299107,300413
LmjF.17,311794,312643
LmjF.17,314592,315434
LmjF.17,319529,320502
LmjF.17,325067,326030
LmjF.17,336355,337355
LmjF.17,338854,339011
LmjF.17,339014,339675
LmjF.17,339841,340658
LmjF.17,344650,345605
LmjF.17,348959,349288
LmjF.17,382983,383312
LmjF.17,383315,383629
LmjF.17,383865,384706
LmjF.17,418760,418972
LmjF.17,418987,419804
LmjF.17,422255,423101
LmjF.17,451138,451783
LmjF.17,511892,512766
LmjF.17,517195,517534
LmjF.17,517565,518128
LmjF.17,519173,519357
LmjF.17,519438,519581
LmjF.17,519617,519943
LmjF.17,519955,520621
LmjF.17,552395,552660
LmjF.17,554276,555571
LmjF.17,565703,565836
LmjF.17,565881,566804
LmjF.17,576506,577505
LmjF.17,581331,581464
LmjF.17,581706,582282
LmjF.17,587031,587856
LmjF.17,619309,620146
LmjF.17,630627,630797
LmjF.17,630805,631444
LmjF.17,636736,636929
LmjF.17,636937,637576
LmjF.17,660800,662178
LmjF.17,665082,665905
LmjF.17,667645,667838
LmjF.17,667846,668485
LmjF.17,683910,684831
LmjF.18,22,1123
LmjF.18,17674,18724
LmjF.18,18786,19346
LmjF.18,40663,40890
LmjF.18,40905,41585
LmjF.18,56847,57609
LmjF.18,65145,65346
LmjF.18,65375,66013
LmjF.18,69902,70666
LmjF.18,79428,80569
LmjF.18,95585,96533
LmjF.18,97234,97988
LmjF.18,106202,106757
LmjF.18,116956,117723
LmjF.18,126427,127066
LmjF.18,148790,149689
LmjF.18,157366,157502
LmjF.18,157520,158123
LmjF.18,163831,164386
LmjF.18,164389,165226
LmjF.18,169645,170200
LmjF.18,173232,173839
LmjF.18,194873,195872
LmjF.18,216172,216723
LmjF.18,221074,221848
LmjF.18,230123,230871
LmjF.18,243366,243947
LmjF.18,245151,245942
LmjF.18,276260,277029
LmjF.18,277898,278323
LmjF.18,278325,279311
LmjF.18,279400,280036
LmjF.18,295576,296575
LmjF.18,296688,296836
LmjF.18,296904,298229
LmjF.18,392998,393602
LmjF.18,427489,428094
LmjF.18,443813,444251
LmjF.18,444357,444800
LmjF.18,446287,446498
LmjF.18,446888,447454
LmjF.18,447622,447807
LmjF.18,447845,448395
LmjF.18,449544,450164
LmjF.18,475468,476238
LmjF.18,476320,476657
LmjF.18,476699,477191
LmjF.18,477248,478187
LmjF.18,488487,488597
LmjF.18,488654,489238
LmjF.18,489417,489539
LmjF.18,489982,490174
LmjF.18,490200,490938
LmjF.18,512598,513237
LmjF.18,554218,554340
LmjF.18,554411,554546
LmjF.18,554575,555149
LmjF.18,569939,570710
LmjF.18,577466,578227
LmjF.18,579196,579347
LmjF.18,579376,579950
LmjF.18,632681,633173
LmjF.18,633230,634072
LmjF.18,644804,645645
LmjF.18,660701,661654
LmjF.18,661947,662382
LmjF.18,662570,663398
LmjF.18,671102,672473
LmjF.18,690542,691252
LmjF.18,702386,703099
LmjF.18,704942,705656
LmjF.18,707836,708556
LmjF.18,722636,723212
LmjF.18,732314,733294
LmjF.18,733869,735229
LmjF.18,739458,739751
LmjF.19,1,1025
LmjF.19,46022,46572
LmjF.19,109544,109764
LmjF.19,217449,218650
LmjF.19,224288,225287
LmjF.19,225337,225450
LmjF.19,263007,263164
LmjF.19,345315,345913
LmjF.19,347572,348151
LmjF.19,350333,350931
LmjF.19,352590,353169
LmjF.19,355310,355908
LmjF.19,357567,358146
LmjF.19,360324,360922
LmjF.19,363713,364366
LmjF.19,364777,365489
LmjF.19,368278,368986
LmjF.19,369281,370461
LmjF.19,371886,372789
LmjF.19,407453,407840
LmjF.19,408380,409177
LmjF.19,460695,461085
LmjF.19,461086,461342
LmjF.19,533030,533677
LmjF.19,565831,566401
LmjF.19,593648,594305
LmjF.19,594328,594833
LmjF.19,594837,595230
LmjF.19,601105,601722
LmjF.19,623660,624277
LmjF.19,624524,625546
LmjF.19,653964,654264
LmjF.19,654279,654526
LmjF.19,663634,664291
LmjF.19,664314,664819
LmjF.19,664823,665216
LmjF.19,695639,701117
LmjF.19,706585,706761
LmjF.20,1,1049
LmjF.20,1088,1833
LmjF.20,10618,11393
LmjF.20,25258,26062
LmjF.20,33644,34856
LmjF.20,36525,37311
LmjF.20,37348,37554
LmjF.20,37570,38156
LmjF.20,45147,45813
LmjF.20,54834,55392
LmjF.20,103721,104658
LmjF.20,111550,112373
LmjF.20,120466,121137
LmjF.20,129834,130664
LmjF.20,169762,170490
LmjF.20,208871,209054
LmjF.20,209068,210083
LmjF.20,210093,210278
LmjF.20,210375,211970
LmjF.20,242040,242869
LmjF.20,275404,276921
LmjF.20,295222,295411
LmjF.20,295593,297099
LmjF.20,348265,348840
LmjF.20,425631,426371
LmjF.20,426372,427062
LmjF.20,432026,432696
LmjF.20,451542,452027
LmjF.20,452057,452799
LmjF.20,454685,455460
LmjF.20,461079,461826
LmjF.20,495033,495685
LmjF.20,521651,522229
LmjF.20,526724,527421
LmjF.20,529195,529963
LmjF.20,552356,553127
LmjF.20,559163,559934
LmjF.20,582172,582932
LmjF.20,584217,584989
LmjF.20,611570,612191
LmjF.20,649133,650541
LmjF.20,689816,690493
LmjF.20,690495,690917
LmjF.20,690920,692406
LmjF.20,720072,720736
LmjF.20,720738,721162
LmjF.20,721165,721391
LmjF.20,721393,722646
LmjF.20,726192,727120
LmjF.20,740958,742551
LmjF.21,1,1216
LmjF.21,8579,9578
LmjF.21,122333,122894
LmjF.21,273140,273984
LmjF.21,291663,292448
LmjF.21,334711,335267
LmjF.21,382020,382575
LmjF.21,442477,443046
LmjF.21,467904,469383
LmjF.21,482422,483365
LmjF.21,511100,511793
LmjF.21,532555,533369
LmjF.21,540355,541136
LmjF.21,560014,560836
LmjF.21,564912,565126
LmjF.21,565386,566235
LmjF.21,568702,569485
LmjF.21,572262,573029
LmjF.21,579350,579979
LmjF.21,580080,580922
LmjF.21,623109,624040
LmjF.21,640099,640937
LmjF.21,640966,641885
LmjF.21,666693,666927
LmjF.21,666934,667631
LmjF.21,667669,668367
LmjF.21,672057,672684
LmjF.21,675809,676721
LmjF.21,699810,700679
LmjF.21,712814,713634
LmjF.21,748834,749309
LmjF.22,1,1418
LmjF.22,36425,37079
LmjF.22,65706,66398
LmjF.22,82274,82969
LmjF.22,291078,291643
LmjF.22,379610,380182
LmjF.22,569361,570007
LmjF.22,609901,610451
LmjF.22,672600,672713
LmjF.22,672794,673411
LmjF.22,675230,675783
LmjF.22,694045,695044
LmjF.22,715626,716396
LmjF.23,1,1000
LmjF.23,79350,79547
LmjF.23,85852,86049
LmjF.23,99820,100017
LmjF.23,202270,202959
LmjF.23,204933,205066
LmjF.23,205068,205677
LmjF.23,205896,206661
LmjF.23,229247,230120
LmjF.23,234430,234989
LmjF.23,238209,238560
LmjF.23,238598,238703
LmjF.23,238708,240664
LmjF.23,240765,241453
LmjF.23,241871,242846
LmjF.23,258088,258895
LmjF.23,282161,282717
LmjF.23,292116,293128
LmjF.23,297827,298161
LmjF.23,298199,298304
LmjF.23,298309,299078
LmjF.23,323592,324926
LmjF.23,331498,331601
LmjF.23,331704,332269
LmjF.23,335780,336699
LmjF.23,342245,343038
LmjF.23,363877,364564
LmjF.23,367989,368722
LmjF.23,383514,384152
LmjF.23,397001,397576
LmjF.23,411984,412770
LmjF.23,427467,427670
LmjF.23,427946,428638
LmjF.23,432962,433654
LmjF.23,465094,466221
LmjF.23,532733,533441
LmjF.23,539798,540519
LmjF.23,544534,545314
LmjF.23,554341,555153
LmjF.23,558077,558555
LmjF.23,558656,559271
LmjF.23,562581,563352
LmjF.23,567502,568237
LmjF.23,601719,602550
LmjF.23,655060,655785
LmjF.23,656251,656935
LmjF.23,659182,659693
LmjF.23,659700,659834
LmjF.23,659901,660483
LmjF.23,681884,683167
LmjF.23,683200,683771
LmjF.23,685654,686419
LmjF.23,712521,713169
LmjF.23,718483,719333
LmjF.23,719350,719935
LmjF.23,733442,734292
LmjF.23,735849,737046
LmjF.23,758349,758597
LmjF.23,758659,759675
LmjF.23,767171,768022
LmjF.23,769681,772562
LmjF.24,44,1043
LmjF.24,2402,4400
LmjF.24,42609,43829
LmjF.24,115930,116576
LmjF.24,152171,152943
LmjF.24,203555,204709
LmjF.24,205423,205979
LmjF.24,359080,359672
LmjF.24,425602,426151
LmjF.24,466861,467418
LmjF.24,470172,470841
LmjF.24,612867,613411
LmjF.24,613439,614060
LmjF.24,614204,615674
LmjF.24,771124,771687
LmjF.24,840361,840950
LmjF.25,1,1669
LmjF.25,6338,7848
LmjF.25,8047,8301
LmjF.25,8421,8709
LmjF.25,8802,9354
LmjF.25,30011,31010
LmjF.25,36816,37070
LmjF.25,37190,37537
LmjF.25,37574,38130
LmjF.25,89051,89305
LmjF.25,89425,89771
LmjF.25,89808,90364
LmjF.25,108564,109661
LmjF.25,148917,149169
LmjF.25,149255,151117
LmjF.25,269306,270707
LmjF.25,383046,384273
LmjF.25,386089,386639
LmjF.25,460391,461424
LmjF.25,461494,462091
LmjF.25,508476,509145
LmjF.25,526829,527515
LmjF.25,902253,903269
LmjF.25,911345,912849
LmjF.26,1,1393
LmjF.26,13641,14208
LmjF.26,44887,46088
LmjF.26,113377,113972
LmjF.26,228277,229821
LmjF.26,511036,511722
LmjF.26,571063,572062
LmjF.26,598571,599262
LmjF.26,599933,600496
LmjF.26,605718,606460
LmjF.26,606851,607179
LmjF.26,611384,611995
LmjF.26,630098,630695
LmjF.26,632573,633239
LmjF.26,747129,747265
LmjF.26,747382,748146
LmjF.26,756938,757163
LmjF.26,757238,757860
LmjF.26,759551,760218
LmjF.26,822880,823891
LmjF.26,833424,834327
LmjF.26,990087,990706
LmjF.26,1059148,1059474
LmjF.26,1076529,1077106
LmjF.26,1091052,1091324
LmjF.26,1091373,1091579
LmjF.27,9,1008
LmjF.27,26826,27825
LmjF.27,59241,59727
LmjF.27,59791,60070
LmjF.27,60079,60791
LmjF.27,269824,269973
LmjF.27,270295,271410
LmjF.27,271420,271931
LmjF.27,289932,290115
LmjF.27,293021,294274
LmjF.27,321729,322713
LmjF.27,485344,485903
LmjF.27,499579,500264
LmjF.27,558567,558716
LmjF.27,558790,559411
LmjF.27,632067,633008
LmjF.27,643515,643683
LmjF.27,663916,664529
LmjF.27,664606,664898
LmjF.27,718578,719577
LmjF.27,746525,747806
LmjF.27,749427,750142
LmjF.27,754286,755669
LmjF.27,909678,909782
LmjF.27,910017,910782
LmjF.27,910793,911600
LmjF.27,1110931,1111032
LmjF.27,1111070,1111638
LmjF.28,1,1121
LmjF.28,30412,31186
LmjF.28,48192,48301
LmjF.28,48550,49214
LmjF.28,59554,59717
LmjF.28,59851,60135
LmjF.28,60196,61031
LmjF.28,61048,61684
LmjF.28,77941,78353
LmjF.28,78835,79104
LmjF.28,105542,106250
LmjF.28,110925,111684
LmjF.28,114537,115261
LmjF.28,117984,118745
LmjF.28,129700,130276
LmjF.28,134482,135230
LmjF.28,168549,169218
LmjF.28,201015,201639
LmjF.28,273292,274085
LmjF.28,302355,303127
LmjF.28,358555,359154
LmjF.28,359345,359758
LmjF.28,359784,360338
LmjF.28,388198,389197
LmjF.28,405072,405198
LmjF.28,405232,406204
LmjF.28,408206,408924
LmjF.28,419725,420543
LmjF.28,431245,432086
LmjF.28,500415,501414
LmjF.28,503080,503216
LmjF.28,503544,504094
LmjF.28,507623,508267
LmjF.28,512768,512996
LmjF.28,513105,514913
LmjF.28,517019,517483
LmjF.28,517534,517691
LmjF.28,518080,518740
LmjF.28,522473,523133
LmjF.28,530299,530401
LmjF.28,530413,531062
LmjF.28,536244,536527
LmjF.28,536535,537109
LmjF.28,577906,578775
LmjF.28,589048,589887
LmjF.28,598548,599389
LmjF.28,648492,649397
LmjF.28,651084,651672
LmjF.28,718564,719179
LmjF.28,724790,725360
LmjF.28,748920,749589
LmjF.28,758278,758384
LmjF.28,758555,760273
LmjF.28,766546,767276
LmjF.28,781060,781804
LmjF.28,785737,787130
LmjF.28,790317,791037
LmjF.28,814659,815445
LmjF.28,822678,823295
LmjF.28,828223,828963
LmjF.28,833093,833439
LmjF.28,833529,834315
LmjF.28,873643,874347
LmjF.28,874594,875331
LmjF.28,928918,929701
LmjF.28,969528,970264
LmjF.28,973713,974464
LmjF.28,989416,990167
LmjF.28,1081328,1082081
LmjF.28,1102235,1103293
LmjF.28,1119409,1120117
LmjF.28,1142053,1142741
LmjF.28,1152974,1153766
LmjF.29,36288,37136
LmjF.29,54386,54991
LmjF.29,55260,55876
LmjF.29,55962,57836
LmjF.29,84589,85285
LmjF.29,93900,94751
LmjF.29,102399,103019
LmjF.29,133896,134476
LmjF.29,145143,145840
LmjF.29,145873,146024
LmjF.29,148629,149197
LmjF.29,154679,155299
LmjF.29,207235,207529
LmjF.29,207601,207902
LmjF.29,267363,268071
LmjF.29,283053,283945
LmjF.29,303057,304477
LmjF.29,316083,316395
LmjF.29,316467,316768
LmjF.29,316843,317218
LmjF.29,318908,319443
LmjF.29,319457,320130
LmjF.29,326192,327048
LmjF.29,332121,332962
LmjF.29,340591,340733
LmjF.29,340895,341760
LmjF.29,341791,342136
LmjF.29,342308,342578
LmjF.29,357270,358026
LmjF.29,360468,361265
LmjF.29,369310,370107
LmjF.29,380869,381666
LmjF.29,392140,392648
LmjF.29,392652,393951
LmjF.29,393990,395170
LmjF.29,452293,453171
LmjF.29,513280,513884
LmjF.29,531066,531894
LmjF.29,558199,558463
LmjF.29,558487,560265
LmjF.29,560272,560989
LmjF.29,568977,569348
LmjF.29,577732,578362
LmjF.29,607270,607548
LmjF.29,637313,637663
LmjF.29,637712,638007
LmjF.29,651069,651216
LmjF.29,653537,653869
LmjF.29,653911,654309
LmjF.29,654488,654725
LmjF.29,654759,654904
LmjF.29,655001,655112
LmjF.29,655151,655725
LmjF.29,709572,709868
LmjF.29,819012,819673
LmjF.29,825960,826339
LmjF.29,847681,848401
LmjF.29,931344,931453
LmjF.29,934396,934505
LmjF.29,938420,938529
LmjF.29,938568,938779
LmjF.29,1004840,1005033
LmjF.29,1010612,1010733
LmjF.29,1015030,1015245
LmjF.29,1015280,1015879
LmjF.29,1095988,1096172
LmjF.29,1096184,1097933
LmjF.29,1164931,1165102
LmjF.29,1177596,1178019
LmjF.29,1179478,1180117
LmjF.29,1181458,1183524
LmjF.29,1185310,1185481
LmjF.29,1212134,1212278
LmjF.29,1212286,1212674
