sseqid,sstart,send
LmjF.25,911345,912849
LmjF.26,1,1393
LmjF.26,113377,113972
LmjF.26,511036,511722
LmjF.26,571063,572062
LmjF.26,598571,599262
LmjF.26,599933,600496
LmjF.26,605718,606460
LmjF.26,747382,748146
LmjF.26,822880,823891
LmjF.26,833424,834327
LmjF.26,1091052,1091324
LmjF.26,1091373,1091579
LmjF.27,26826,27825
LmjF.27,59241,59727
LmjF.27,60079,60791
LmjF.27,270295,271410
LmjF.27,271420,271931
LmjF.27,293021,294274
LmjF.27,321729,322713
LmjF.27,499579,500264
LmjF.27,632067,633008
LmjF.27,746525,747806
LmjF.27,749427,750142
LmjF.27,754286,755669
LmjF.27,909678,909782
LmjF.27,910017,910782
LmjF.27,910793,911600
LmjF.28,1,1121
LmjF.28,30412,31186
LmjF.28,60196,61031
LmjF.28,61048,61684
LmjF.28,77941,78353
LmjF.28,78835,79104
LmjF.28,105542,106250
LmjF.28,110925,111684
LmjF.28,114537,115261
LmjF.28,117984,118745
LmjF.28,129700,130276
LmjF.28,134482,135230
LmjF.28,168549,169218
LmjF.28,273292,274085
LmjF.28,302355,303127
LmjF.28,359345,359758
LmjF.28,388198,389197
LmjF.28,405232,406204
LmjF.28,408206,408924
LmjF.28,419725,420543
LmjF.28,431245,432086
LmjF.28,503544,504094
LmjF.28,507623,508267
LmjF.28,513105,514913
LmjF.28,517019,517483
LmjF.28,518080,518740
LmjF.28,522473,523133
LmjF.28,530299,530401
LmjF.28,530413,531062
LmjF.28,536244,536527
LmjF.28,536535,537109
LmjF.28,577906,578775
LmjF.28,589048,589887
LmjF.28,598548,599389
LmjF.28,648492,649397
LmjF.28,724790,725360
LmjF.28,748920,749589
LmjF.28,758555,760273
LmjF.28,766546,767276
LmjF.28,781060,781804
LmjF.28,785737,787130
LmjF.28,790317,791037
LmjF.28,814659,815445
LmjF.28,822678,823295
LmjF.28,828223,828963
LmjF.28,833093,833439
LmjF.28,833529,834315
LmjF.28,874594,875331
LmjF.28,928918,929701
LmjF.28,969528,970264
LmjF.28,973713,974464
LmjF.28,989416,990167
LmjF.28,1081328,1082081
LmjF.28,1102235,1103293
LmjF.28,1119409,1120117
LmjF.28,1142053,1142741
LmjF.28,1152974,1153766
LmjF.29,36288,37136
LmjF.29,55260,55876
LmjF.29,55962,57836
LmjF.29,84589,85285
LmjF.29,93900,94751
LmjF.29,102399,103019
LmjF.29,133896,134476
LmjF.29,145143,145840
LmjF.29,154679,155299
LmjF.29,207235,207529
LmjF.29,207601,207902
LmjF.29,267363,268071
LmjF.29,283053,283945
LmjF.29,303057,304477
LmjF.29,316083,316395
LmjF.29,316467,316768
LmjF.29,318908,319443
LmjF.29,319457,320130
LmjF.29,326192,327048
LmjF.29,332121,332962
LmjF.29,340895,341760
LmjF.29,342308,342578
LmjF.29,357270,358026
LmjF.29,360468,361265
LmjF.29,369310,370107
LmjF.29,380869,381666
LmjF.29,392140,392648
LmjF.29,392652,393951
LmjF.29,393990,395170
LmjF.29,452293,453171
LmjF.29,513280,513884
LmjF.29,531066,531894
LmjF.29,558487,560265
LmjF.29,607270,607548
LmjF.29,637313,637663
LmjF.29,653537,653869
LmjF.29,653911,654309
LmjF.29,709572,709868
LmjF.29,825960,826339
LmjF.29,847681,848401
LmjF.29,938568,938779
LmjF.29,1004840,1005033
LmjF.29,1010612,1010733
LmjF.29,1015030,1015245
LmjF.29,1095988,1096172
LmjF.29,1096184,1097933
LmjF.29,1164931,1165102
LmjF.29,1177596,1178019
LmjF.29,1181458,1183524
LmjF.29,1185310,1185481
LmjF.29,1212134,1212278
LmjF.29,1212286,1212674
LmjF.30,1,1551
LmjF.30,26206,27246
LmjF.30,290164,290872
LmjF.30,319022,319730
LmjF.30,509903,510499
LmjF.30,569569,570902
LmjF.30,570938,571354
LmjF.30,781191,781625
LmjF.30,818610,819274
LmjF.30,825693,826703
LmjF.30,905051,905223
LmjF.30,1085342,1086402
LmjF.30,1170014,1170943
LmjF.30,1177288,1177474
LmjF.30,1177543,1178213
LmjF.30,1205903,1206461
LmjF.30,1275697,1276473
LmjF.30,1292354,1293112
LmjF.30,1320968,1322123
LmjF.30,1383688,1384617
LmjF.30,1398982,1403454
LmjF.31,1,1059
LmjF.31,148461,149705
LmjF.31,154762,155656
LmjF.31,155909,156050
LmjF.31,156103,157025
LmjF.31,298828,299160
LmjF.31,759220,759993
LmjF.31,763228,764933
LmjF.31,822619,823352
LmjF.31,842965,844404
LmjF.31,860372,861773
LmjF.31,996136,996730
LmjF.31,1209349,1210138
LmjF.31,1301541,1302761
LmjF.31,1376202,1376791
LmjF.31,1475642,1476448
LmjF.31,1483666,1484336
LmjF.32,1,3655
LmjF.32,173134,173753
LmjF.32,180333,180986
LmjF.32,401979,403579
LmjF.32,495008,496442
LmjF.32,748093,748728
LmjF.32,775031,775610
LmjF.32,969564,970216
LmjF.32,1086415,1087023
LmjF.32,1229034,1229569
LmjF.32,1229602,1230737
LmjF.32,1560138,1565925
LmjF.33,1,1006
LmjF.33,94806,95415
LmjF.33,95471,96806
LmjF.33,587364,588188
LmjF.33,663761,664638
LmjF.33,831499,832093
LmjF.33,899587,899929
LmjF.33,899996,901262
LmjF.33,901301,902318
LmjF.33,1039354,1039794
LmjF.33,1312543,1313161
LmjF.33,1330697,1331315
LmjF.33,1451279,1451597
LmjF.33,1583213,1583673
LmjF.34,1,1241
LmjF.34,52079,52859
LmjF.34,54789,55960
LmjF.34,164132,165131
LmjF.34,196460,199095
LmjF.34,204112,204971
LmjF.34,204996,206138
LmjF.34,258435,258896
LmjF.34,258900,260196
LmjF.34,260253,261234
LmjF.34,475450,476026
LmjF.34,476081,477053
LmjF.34,477079,481167
LmjF.34,484710,485673
LmjF.34,485699,487731
LmjF.34,511578,512577
LmjF.34,654138,654799
LmjF.34,703509,704507
LmjF.34,704531,705685
LmjF.34,948568,949153
LmjF.34,1050898,1051656
LmjF.34,1058147,1058968
LmjF.34,1274143,1274357
LmjF.34,1274389,1275432
LmjF.34,1342973,1344060
LmjF.34,1367781,1368117
LmjF.34,1387059,1387664
LmjF.34,1570437,1571991
LmjF.34,1866009,1866754
LmjF.35,5,1004
LmjF.35,7325,8338
LmjF.35,345861,346965
LmjF.35,384266,384958
LmjF.35,528000,528572
LmjF.35,575846,576509
LmjF.35,792532,793469
LmjF.35,856696,856976
LmjF.35,959306,960020
LmjF.35,1019567,1020281
LmjF.35,1257512,1258383
LmjF.35,1422544,1423457
LmjF.35,1953113,1953606
LmjF.35,2013830,2015186
LmjF.35,2067208,2067410
LmjF.35,2090231,2090491
LmjF.36,1,1342
LmjF.36,8644,9643
LmjF.36,27973,28585
LmjF.36,473994,474464
LmjF.36,474472,475199
LmjF.36,808305,809258
LmjF.36,924376,924936
LmjF.36,950802,951447
LmjF.36,971850,972101
LmjF.36,1262692,1263751
LmjF.36,1386057,1386866
LmjF.36,1980065,1981233
LmjF.36,2049048,2049574
LmjF.36,2060637,2061353
LmjF.36,2080070,2080378
LmjF.36,2080407,2080933
LmjF.36,2273148,2274329
LmjF.36,2285651,2286238
LmjF.36,2438127,2438642
LmjF.36,2438679,2438926
LmjF.36,2508076,2508677
LmjF.36,2680661,2682183
