sseqid,sstart,send
LmjF.17,383859,384788
LmjF.17,418762,418970
LmjF.17,419007,419776
LmjF.17,422268,423033
LmjF.17,451178,451801
LmjF.17,511889,512782
LmjF.17,517192,517902
LmjF.17,519438,520528
LmjF.17,565760,566804
LmjF.17,581708,582279
LmjF.17,587033,587803
LmjF.17,619318,620091
LmjF.17,630622,631392
LmjF.17,636769,637531
LmjF.17,660717,662178
LmjF.17,665098,665888
LmjF.17,667678,668426
LmjF.17,683924,684831
LmjF.18,58,1429
LmjF.18,17658,18724
LmjF.18,40668,41278
LmjF.18,56863,57719
LmjF.18,65375,65994
LmjF.18,69991,70778
LmjF.18,79407,80569
LmjF.18,95565,96436
LmjF.18,97278,98054
LmjF.18,116941,117865
LmjF.18,126427,127075
LmjF.18,148839,149728
LmjF.18,157369,158039
LmjF.18,163844,164386
LmjF.18,164479,165150
LmjF.18,221113,221949
LmjF.18,230136,230972
LmjF.18,245179,245940
LmjF.18,276285,277144
LmjF.18,277881,279658
LmjF.18,296904,298003
LmjF.18,427506,428079
LmjF.18,475501,476210
LmjF.18,476320,476661
LmjF.18,477539,478324
LmjF.18,489985,490180
LmjF.18,490218,491007
LmjF.18,511759,513201
LmjF.18,554568,555234
LmjF.18,569949,570615
LmjF.18,577466,578132
LmjF.18,579369,580025
LmjF.18,644806,645478
LmjF.18,660725,660955
LmjF.18,661947,662382
LmjF.18,662476,663347
LmjF.18,671180,671799
LmjF.18,690536,691265
LmjF.18,702380,703106
LmjF.18,704926,705650
LmjF.18,707804,708539
LmjF.18,722630,723270
LmjF.18,732316,733294
LmjF.18,733947,734566
LmjF.19,1,1372
LmjF.19,461150,461577
LmjF.19,593661,594090
LmjF.19,594150,594798
LmjF.19,594836,595205
LmjF.19,595265,595787
LmjF.19,654072,654499
LmjF.19,663647,664076
LmjF.19,664176,664784
LmjF.19,664822,665191
LmjF.19,695630,701108
LmjF.19,706601,706761
LmjF.20,1,1049
LmjF.20,1176,1898
LmjF.20,10646,11460
LmjF.20,25266,26099
LmjF.20,37333,38144
LmjF.20,45147,45804
LmjF.20,103712,104328
LmjF.20,111560,112372
LmjF.20,120455,121137
LmjF.20,129775,130499
LmjF.20,169772,170514
LmjF.20,208934,210065
LmjF.20,210093,211970
LmjF.20,242044,242761
LmjF.20,275416,276921
LmjF.20,295222,297099
LmjF.20,425793,426582
LmjF.20,432007,432717
LmjF.20,451542,452027
LmjF.20,452057,452834
LmjF.20,454634,455322
LmjF.20,461080,461716
LmjF.20,495033,495680
LmjF.20,521651,522224
LmjF.20,526671,527399
LmjF.20,529199,530037
LmjF.20,552356,553221
LmjF.20,559163,560032
LmjF.20,582169,582807
LmjF.20,584320,584967
LmjF.20,649205,649609
LmjF.20,649649,650564
LmjF.20,689829,690485
LmjF.20,690920,691146
LmjF.20,691147,692299
LmjF.20,720072,720728
LmjF.20,721165,721391
LmjF.20,721392,722436
LmjF.20,726171,726976
LmjF.20,740958,742551
LmjF.21,331,1200
LmjF.21,9021,9578
LmjF.21,273140,273908
LmjF.21,291603,292382
LmjF.21,442477,443050
LmjF.21,511117,511892
LmjF.21,579350,579979
LmjF.21,623109,623991
LmjF.21,640177,640916
LmjF.21,640966,641223
LmjF.21,666715,666927
LmjF.21,666929,668367
LmjF.21,675800,676610
LmjF.21,699784,700679
LmjF.21,712806,713626
LmjF.21,748848,749309
LmjF.22,1,1418
LmjF.22,387622,387800
LmjF.22,672812,673411
LmjF.22,694036,695035
LmjF.22,715800,716396
LmjF.23,1,1172
LmjF.23,85872,86045
LmjF.23,99840,100013
LmjF.23,202267,202874
LmjF.23,204956,205677
LmjF.23,205894,206633
LmjF.23,229265,230011
LmjF.23,238816,240664
LmjF.23,241871,242823
LmjF.23,258120,258875
LmjF.23,292133,293131
LmjF.23,298374,299014
LmjF.23,323563,324897
LmjF.23,335793,336554
LmjF.23,342258,343117
LmjF.23,363885,364576
LmjF.23,367959,368791
LmjF.23,396975,397694
LmjF.23,411992,412683
LmjF.23,427954,428645
LmjF.23,432970,433661
LmjF.23,465086,466287
LmjF.23,532737,533438
LmjF.23,539785,540469
LmjF.23,544519,545289
LmjF.23,554361,555141
LmjF.23,558073,558555
LmjF.23,562556,563339
LmjF.23,567493,568218
LmjF.23,601757,602501
LmjF.23,655037,655909
LmjF.23,659159,659693
LmjF.23,681900,682810
LmjF.23,685668,686404
LmjF.23,718467,719350
LmjF.23,733426,734309
LmjF.23,758658,759470
LmjF.23,767171,767894
LmjF.23,769699,772562
LmjF.24,103,1102
LmjF.24,203549,204719
LmjF.24,470172,470870
LmjF.24,612859,613411
LmjF.24,614193,615749
LmjF.25,1,1678
LmjF.25,30011,31010
LmjF.25,108673,109661
LmjF.25,149255,151189
LmjF.25,383307,384264
LmjF.25,460463,461419
LmjF.25,902474,903269
LmjF.25,911345,912849
LmjF.26,1,1411
LmjF.26,113098,113881
LmjF.26,510985,511787
LmjF.26,605730,606453
LmjF.26,1091042,1091324
LmjF.26,1091373,1091579
LmjF.27,59241,59622
LmjF.27,270430,271410
LmjF.27,271412,271931
LmjF.27,321720,322713
LmjF.27,499579,500338
LmjF.27,632067,633055
LmjF.27,749427,750239
LmjF.27,754285,755669
LmjF.27,909913,911273
LmjF.28,1,1547
LmjF.28,30390,31179
LmjF.28,60151,60404
LmjF.28,60452,61031
LmjF.28,77933,78515
LmjF.28,105542,106219
LmjF.28,110912,111494
LmjF.28,114590,115253
LmjF.28,118036,118699
LmjF.28,129700,130285
LmjF.28,168547,169219
LmjF.28,273292,274078
LmjF.28,302355,303079
LmjF.28,359345,360039
LmjF.28,405222,406204
LmjF.28,408160,408930
LmjF.28,419771,420508
LmjF.28,431344,431647
LmjF.28,503618,504220
LmjF.28,513956,514259
LmjF.28,517534,518728
LmjF.28,522505,523121
LmjF.28,530299,530401
LmjF.28,536550,537106
LmjF.28,577995,578200
LmjF.28,578206,578905
LmjF.28,589038,589633
LmjF.28,598538,599133
LmjF.28,648495,649259
LmjF.28,748899,749554
LmjF.28,758555,760252
LmjF.28,766546,767205
LmjF.28,781044,781714
LmjF.28,785290,787013
LmjF.28,790345,790967
LmjF.28,814610,815445
LmjF.28,822661,823287
LmjF.28,828221,828964
LmjF.28,833050,833437
LmjF.28,833539,834315
LmjF.28,874594,875332
LmjF.28,928934,929702
LmjF.28,969543,970177
LmjF.28,973680,974465
LmjF.28,989383,990168
LmjF.28,1081395,1082093
LmjF.28,1102329,1103206
LmjF.28,1119441,1120139
LmjF.28,1142039,1142737
LmjF.28,1152974,1153766
LmjF.29,36457,37196
LmjF.29,55962,57901
LmjF.29,84587,85300
LmjF.29,93920,94774
LmjF.29,102419,103019
LmjF.29,133901,134481
LmjF.29,145439,145833
LmjF.29,154699,155299
LmjF.29,267379,268123
LmjF.29,283053,283957
LmjF.29,303057,304569
LmjF.29,318751,320130
LmjF.29,326199,326987
LmjF.29,332121,332906
LmjF.29,360468,361146
LmjF.29,369310,369988
LmjF.29,380869,381547
LmjF.29,392312,392522
LmjF.29,392531,392646
LmjF.29,392651,393951
LmjF.29,452293,453262
LmjF.29,513295,513902
LmjF.29,531060,531773
LmjF.29,558199,560598
LmjF.29,638058,638518
LmjF.29,654037,654669
LmjF.29,825959,826338
LmjF.29,828804,828945
LmjF.29,847667,848290
LmjF.29,848994,849372
LmjF.29,983301,983437
LmjF.29,1010612,1010733
LmjF.29,1016400,1016563
LmjF.29,1096008,1097821
LmjF.29,1177589,1177952
LmjF.29,1181722,1182761
LmjF.29,1182789,1183432
LmjF.29,1212322,1212674
LmjF.30,146,1960
LmjF.30,493615,494426
LmjF.30,499984,500795
LmjF.30,506340,507151
LmjF.30,509891,510493
LmjF.30,569631,571354
LmjF.30,781218,781625
LmjF.30,825664,826703
LmjF.30,1085342,1086406
LmjF.30,1170148,1170940
LmjF.30,1205903,1206553
LmjF.30,1320968,1321744
LmjF.30,1399420,1403454
LmjF.31,1,1347
LmjF.31,148461,149530
LmjF.31,154771,155656
LmjF.31,156102,156674
LmjF.31,571247,571912
LmjF.31,759220,759862
LmjF.31,822631,823221
LmjF.31,1208742,1210360
LmjF.31,1301541,1302813
LmjF.31,1475657,1476448
LmjF.31,1483666,1484336
LmjF.32,1,597
LmjF.32,600,3655
LmjF.32,13908,15613
LmjF.32,401975,403567
LmjF.32,495464,496452
LmjF.32,774198,775610
LmjF.32,818971,819770
LmjF.32,1086415,1087019
LmjF.32,1229034,1230519
LmjF.32,1560138,1565925
LmjF.33,1,1312
LmjF.33,94791,95407
LmjF.33,95421,96734
LmjF.33,587556,588299
LmjF.33,899428,901262
LmjF.33,1583227,1583673
LmjF.34,1,1259
LmjF.34,164132,165131
LmjF.34,196521,198956
LmjF.34,204362,205416
LmjF.34,205424,206089
LmjF.34,258560,258770
LmjF.34,258779,258894
LmjF.34,258899,260196
LmjF.34,475636,477387
LmjF.34,477617,481521
LmjF.34,484710,486007
LmjF.34,486237,487731
LmjF.34,654148,655242
LmjF.34,703509,705117
LmjF.34,1274389,1275430
LmjF.34,1342928,1344060
LmjF.34,1387335,1387546
LmjF.34,1570355,1571867
LmjF.34,1866009,1866754
LmjF.35,5,1004
LmjF.35,7767,8338
LmjF.35,345909,346936
LmjF.35,384270,384941
LmjF.35,522182,522881
LmjF.35,575846,576509
LmjF.35,792532,793258
LmjF.35,856638,856976
LmjF.35,1257497,1258337
LmjF.35,1730885,1731258
LmjF.35,2013717,2014971
LmjF.35,2090231,2090491
LmjF.36,1,1326
LmjF.36,9086,9643
LmjF.36,474000,475175
LmjF.36,950792,951461
LmjF.36,971867,972101
LmjF.36,1262697,1263560
LmjF.36,1386026,1386770
LmjF.36,1929371,1929932
LmjF.36,1980113,1981233
LmjF.36,2049035,2049574
LmjF.36,2080394,2080933
LmjF.36,2273148,2273709
LmjF.36,2438706,2438975
LmjF.36,2508077,2508641
LmjF.36,2680661,2682183
