sseqid,sstart,send
LmjF.10,232939,234177
LmjF.10,234358,235856
LmjF.10,240518,241195
LmjF.10,356216,357366
LmjF.10,526565,527222
LmjF.10,539100,539690
LmjF.10,561236,561887
LmjF.10,568485,569451
LmjF.10,569512,570864
LmjF.11,171,1398
LmjF.11,74745,75689
LmjF.11,156774,157349
LmjF.11,158037,158147
LmjF.11,158597,158941
LmjF.11,163001,163570
LmjF.11,207603,207713
LmjF.11,208163,208507
LmjF.11,355906,356501
LmjF.11,356541,357243
LmjF.11,357280,357695
LmjF.11,357716,357818
LmjF.11,381620,382185
LmjF.11,581753,582575
LmjF.12,1,1012
LmjF.12,52657,52900
LmjF.12,52940,53186
LmjF.12,53319,53931
LmjF.12,182259,182907
LmjF.12,231251,232028
LmjF.12,232193,232404
LmjF.12,232450,233013
LmjF.12,270962,271713
LmjF.12,285257,286034
LmjF.12,286199,287018
LmjF.12,291008,291690
LmjF.12,302074,302726
LmjF.12,310001,310639
LmjF.12,328663,329292
LmjF.12,359977,360141
LmjF.12,360242,360796
LmjF.12,360838,361958
LmjF.12,395942,396666
LmjF.12,412836,413560
LmjF.12,431966,432690
LmjF.12,482880,483604
LmjF.12,512663,513387
LmjF.12,520596,521320
LmjF.12,527890,528614
LmjF.12,553026,554116
LmjF.12,575452,576049
LmjF.12,594754,594965
LmjF.12,595012,595582
LmjF.12,613150,613332
LmjF.12,613924,614204
LmjF.12,614303,614855
LmjF.12,628531,628810
LmjF.12,628911,629471
LmjF.12,643653,644263
LmjF.12,665736,666341
LmjF.12,666735,666981
LmjF.12,667578,667857
LmjF.12,667956,668508
LmjF.12,674269,675238
LmjF.13,77481,78612
LmjF.13,247084,247641
LmjF.13,261486,262100
LmjF.13,332445,332995
LmjF.13,373915,374465
LmjF.13,563238,563787
LmjF.13,654027,654604
LmjF.14,1,1234
LmjF.14,60277,60855
LmjF.14,245927,246885
LmjF.14,248154,248874
LmjF.14,253119,253839
LmjF.14,264068,264996
LmjF.14,284206,286106
LmjF.14,492107,493148
LmjF.14,579998,580121
LmjF.14,580216,581824
LmjF.14,588557,589169
LmjF.14,622162,622648
LmjF.15,99,520
LmjF.15,1196,1859
LmjF.15,39508,40079
LmjF.15,80167,80820
LmjF.15,268192,268828
LmjF.15,268999,269129
LmjF.15,269294,269493
LmjF.15,269494,270174
LmjF.15,286983,287154
LmjF.15,287212,287878
LmjF.15,290604,290890
LmjF.15,291212,291880
LmjF.15,322962,323140
LmjF.15,323208,323879
LmjF.15,508974,509238
LmjF.15,509397,509560
LmjF.15,583762,584423
LmjF.15,628136,629514
LmjF.16,1,1313
LmjF.16,146272,146393
LmjF.16,156567,157730
LmjF.16,172025,172861
LmjF.16,172959,173094
LmjF.16,206512,207189
LmjF.16,269253,269852
LmjF.16,311705,312304
LmjF.16,323173,324806
LmjF.16,355294,355906
LmjF.16,371212,372043
LmjF.16,374329,374911
LmjF.16,383239,384119
LmjF.16,388152,389032
LmjF.16,393055,393935
LmjF.16,397965,398563
LmjF.16,398663,398818
LmjF.16,398918,399113
LmjF.16,399118,399983
LmjF.16,407005,407160
LmjF.16,407233,407919
LmjF.16,424293,425004
LmjF.16,431150,431407
LmjF.16,431417,431970
LmjF.16,452748,453417
LmjF.16,459968,460069
LmjF.16,460094,460813
LmjF.16,462294,462433
LmjF.16,462612,463173
LmjF.16,504751,505313
LmjF.16,573001,573533
LmjF.16,573627,573912
LmjF.16,573937,574539
LmjF.16,574581,574688
LmjF.16,574711,574886
LmjF.16,574935,575606
LmjF.16,622494,623195
LmjF.16,623470,624122
LmjF.16,624917,625901
LmjF.16,626209,626656
LmjF.16,626697,627392
LmjF.16,630400,630889
LmjF.16,630905,631049
LmjF.16,631074,631682
LmjF.16,638470,639226
LmjF.16,691608,692363
LmjF.16,711551,712836
LmjF.17,492,3824
LmjF.17,3832,6071
LmjF.17,53956,54737
LmjF.17,54788,55771
LmjF.17,73525,74261
LmjF.17,79254,79990
LmjF.17,84983,85719
LmjF.17,90712,91448
LmjF.17,91611,92391
LmjF.17,100603,101339
LmjF.17,117945,118654
LmjF.17,123835,124571
LmjF.17,150090,150799
LmjF.17,170158,170888
LmjF.17,178384,179092
LmjF.17,185431,186280
LmjF.17,194013,194335
LmjF.17,194385,194992
LmjF.17,238612,239321
LmjF.17,298804,300413
LmjF.17,311809,312725
LmjF.17,314607,315516
LmjF.17,319568,320179
LmjF.17,325090,325848
LmjF.17,336355,337033
LmjF.17,338857,339757
LmjF.17,339837,340736
LmjF.17,344614,345413
LmjF.17,382983,383602
LmjF.17,383859,384788
LmjF.17,418762,418970
LmjF.17,419007,419776
LmjF.17,422268,423033
LmjF.17,451178,451801
LmjF.17,511889,512782
LmjF.17,517192,517902
LmjF.17,519173,519327
LmjF.17,519438,520528
LmjF.17,565760,566804
LmjF.17,581331,581464
LmjF.17,581708,582279
LmjF.17,587033,587803
LmjF.17,619318,620091
LmjF.17,630622,631392
LmjF.17,636769,637531
LmjF.17,660717,662178
LmjF.17,665098,665888
LmjF.17,667678,668426
LmjF.17,683924,684831
LmjF.18,58,1429
LmjF.18,17658,18724
LmjF.18,18785,19345
LmjF.18,40668,41278
LmjF.18,56863,57719
LmjF.18,65375,65994
LmjF.18,69991,70778
LmjF.18,79407,80569
LmjF.18,95565,96436
LmjF.18,97278,98054
LmjF.18,116941,117865
LmjF.18,126427,127075
LmjF.18,148839,149728
LmjF.18,157369,158039
LmjF.18,163844,164386
LmjF.18,164479,165150
LmjF.18,169656,170206
LmjF.18,173301,173867
LmjF.18,216217,216790
LmjF.18,221113,221949
LmjF.18,230136,230972
LmjF.18,245179,245940
LmjF.18,276285,277144
LmjF.18,277881,279658
LmjF.18,296691,296815
LmjF.18,296904,298003
LmjF.18,427506,428079
LmjF.18,443817,444245
LmjF.18,444359,444486
LmjF.18,444546,444922
LmjF.18,446287,446907
LmjF.18,447704,447807
LmjF.18,447845,448395
LmjF.18,449554,450167
LmjF.18,475501,476210
LmjF.18,476320,476661
LmjF.18,476701,476953
LmjF.18,477013,477191
LmjF.18,477248,477499
LmjF.18,477539,478324
LmjF.18,488487,489038
LmjF.18,489985,490180
LmjF.18,490218,491007
LmjF.18,511759,513201
LmjF.18,515991,517212
LmjF.18,554411,554546
LmjF.18,554568,555234
LmjF.18,563760,564468
LmjF.18,569949,570615
LmjF.18,577466,578132
LmjF.18,579196,579347
LmjF.18,579369,580025
LmjF.18,632705,632935
LmjF.18,632995,633173
LmjF.18,633231,633375
LmjF.18,633521,634307
LmjF.18,644806,645478
LmjF.18,660725,660955
LmjF.18,660976,661603
LmjF.18,661947,662382
LmjF.18,662476,663347
LmjF.18,671180,671799
LmjF.18,671804,672433
LmjF.18,690536,691265
LmjF.18,702380,703106
LmjF.18,704926,705650
LmjF.18,707804,708539
LmjF.18,722630,723270
LmjF.18,732316,733294
LmjF.18,733947,734566
LmjF.18,734571,735200
LmjF.19,1,1372
LmjF.19,109544,109678
LmjF.19,345315,345911
LmjF.19,347572,348151
LmjF.19,350333,350929
LmjF.19,352590,353169
LmjF.19,355310,355906
LmjF.19,357567,358146
LmjF.19,360324,360920
LmjF.19,363713,364364
LmjF.19,364777,365487
LmjF.19,368278,368984
LmjF.19,371638,372648
LmjF.19,408385,408970
LmjF.19,460695,461085
LmjF.19,461150,461577
LmjF.19,533043,533724
LmjF.19,565831,566401
LmjF.19,593661,594090
LmjF.19,594150,594798
LmjF.19,594836,595205
LmjF.19,595265,595787
LmjF.19,601123,601731
LmjF.19,607438,607723
LmjF.19,623678,624286
LmjF.19,654072,654499
LmjF.19,654573,654756
LmjF.19,663647,664076
LmjF.19,664176,664784
LmjF.19,664822,665191
LmjF.19,695630,701108
LmjF.19,706601,706761
LmjF.20,1,1049
LmjF.20,1176,1898
LmjF.20,10646,11460
LmjF.20,25266,26099
LmjF.20,37333,38144
LmjF.20,45147,45804
LmjF.20,103712,104328
LmjF.20,111560,112372
LmjF.20,120455,121137
LmjF.20,122885,123581
LmjF.20,129775,130499
LmjF.20,169772,170514
LmjF.20,205228,205332
LmjF.20,208934,210065
LmjF.20,210093,211970
LmjF.20,242044,242761
LmjF.20,275416,276921
LmjF.20,295222,297099
LmjF.20,348266,348823
LmjF.20,425793,426582
LmjF.20,432007,432717
LmjF.20,451542,452027
LmjF.20,452057,452834
LmjF.20,454634,455322
LmjF.20,461080,461716
LmjF.20,495033,495680
LmjF.20,521651,522224
LmjF.20,526671,527399
LmjF.20,529199,530037
LmjF.20,552356,553221
LmjF.20,559163,560032
LmjF.20,582169,582807
LmjF.20,584320,584967
LmjF.20,649205,649609
LmjF.20,649649,650564
LmjF.20,689829,690485
LmjF.20,690503,690906
LmjF.20,690920,691146
LmjF.20,691147,692299
LmjF.20,720072,720728
LmjF.20,720746,721151
LmjF.20,721165,721391
LmjF.20,721392,722436
LmjF.20,726171,726976
LmjF.20,740958,742551
LmjF.21,331,1200
LmjF.21,9021,9578
LmjF.21,273140,273908
LmjF.21,291603,292382
LmjF.21,442477,443050
LmjF.21,482315,483302
LmjF.21,511117,511892
LmjF.21,532583,532729
LmjF.21,532745,533370
LmjF.21,540277,540526
LmjF.21,540542,541114
LmjF.21,560050,560198
LmjF.21,560210,560834
LmjF.21,564959,565094
LmjF.21,565384,566143
LmjF.21,568702,568853
LmjF.21,568861,569497
LmjF.21,572263,572395
LmjF.21,572405,573041
LmjF.21,575807,575937
LmjF.21,579350,579979
LmjF.21,580080,580835
LmjF.21,623109,623991
LmjF.21,640177,640916
LmjF.21,640966,641223
LmjF.21,641238,641817
LmjF.21,666715,666927
LmjF.21,666929,668367
LmjF.21,672063,672654
LmjF.21,675800,676610
LmjF.21,699784,700679
LmjF.21,712806,713626
LmjF.21,748848,749309
LmjF.22,1,1418
LmjF.22,9691,10690
LmjF.22,65706,66286
LmjF.22,82274,82886
LmjF.22,291181,291755
LmjF.22,328470,328739
LmjF.22,328779,328965
LmjF.22,387422,387575
LmjF.22,387622,387800
LmjF.22,672600,672713
LmjF.22,672812,673411
LmjF.22,694036,695035
LmjF.22,715800,716396
LmjF.23,1,1172
LmjF.23,85872,86045
LmjF.23,99840,100013
LmjF.23,202267,202874
LmjF.23,204956,205677
LmjF.23,205894,206633
LmjF.23,229265,230011
LmjF.23,238816,240664
LmjF.23,240765,241456
LmjF.23,241871,242823
LmjF.23,258120,258875
LmjF.23,282164,282719
LmjF.23,292133,293131
LmjF.23,298374,299014
LmjF.23,323563,324897
LmjF.23,331498,332049
LmjF.23,335793,336554
LmjF.23,342258,343117
LmjF.23,363885,364576
LmjF.23,367959,368791
LmjF.23,383610,384165
LmjF.23,396975,397694
LmjF.23,411992,412683
LmjF.23,427563,427669
LmjF.23,427954,428645
LmjF.23,432970,433661
LmjF.23,465086,466287
LmjF.23,532737,533438
LmjF.23,539785,540469
LmjF.23,544519,545289
LmjF.23,554361,555141
LmjF.23,558073,558555
LmjF.23,558656,559265
LmjF.23,562556,563339
LmjF.23,567493,568218
LmjF.23,601757,602501
LmjF.23,655037,655909
LmjF.23,659159,659693
LmjF.23,659949,660507
LmjF.23,681900,682810
LmjF.23,683200,683772
LmjF.23,685668,686404
LmjF.23,718467,719350
LmjF.23,733426,734309
LmjF.23,758349,758561
LmjF.23,758658,759470
LmjF.23,767171,767894
LmjF.23,769699,772562
LmjF.24,103,1102
LmjF.24,115999,116560
LmjF.24,203549,204719
LmjF.24,205423,205979
LmjF.24,358724,359699
LmjF.24,466857,467416
LmjF.24,470172,470870
LmjF.24,612859,613411
LmjF.24,613439,614060
LmjF.24,614193,615749
LmjF.24,840370,840940
LmjF.25,1,1678
LmjF.25,6393,7848
LmjF.25,8157,8721
LmjF.25,30011,31010
LmjF.25,36926,37712
LmjF.25,89161,89290
LmjF.25,89452,90004
LmjF.25,108673,109661
LmjF.25,149255,151189
LmjF.25,269230,270707
LmjF.25,383307,384264
LmjF.25,460463,461419
LmjF.25,461526,462091
LmjF.25,508531,509122
LmjF.25,525383,526189
LmjF.25,526809,527506
LmjF.25,902474,903269
LmjF.25,911345,912849
LmjF.26,1,1411
LmjF.26,44881,46076
LmjF.26,46629,47433
LmjF.26,113098,113881
LmjF.26,510985,511787
LmjF.26,605730,606453
LmjF.26,606851,607162
LmjF.26,611384,611986
LmjF.26,630104,630676
LmjF.26,747129,747234
LmjF.26,747382,748234
LmjF.26,756551,757679
LmjF.26,759551,760204
LmjF.26,833234,833876
LmjF.26,989913,990655
LmjF.26,1035619,1035803
LmjF.26,1091042,1091324
LmjF.26,1091373,1091579
LmjF.27,9,1008
LmjF.27,59241,59622
LmjF.27,59794,60059
LmjF.27,60187,60795
LmjF.27,270430,271410
LmjF.27,271412,271931
LmjF.27,293047,294337
LmjF.27,321720,322713
LmjF.27,499579,500338
LmjF.27,632067,633055
LmjF.27,718582,719581
LmjF.27,749427,750239
LmjF.27,754285,755669
LmjF.27,909913,911273
LmjF.27,1110931,1111032
LmjF.27,1111070,1111638
LmjF.28,1,1547
LmjF.28,30390,31179
LmjF.28,59554,59717
LmjF.28,59851,60069
LmjF.28,60151,60404
LmjF.28,60452,61031
LmjF.28,61048,61661
LmjF.28,77933,78515
LmjF.28,78877,79104
LmjF.28,105542,106219
LmjF.28,110912,111494
LmjF.28,114590,115253
LmjF.28,118036,118699
LmjF.28,129700,130285
LmjF.28,134473,135344
LmjF.28,168547,169219
LmjF.28,256113,256665
LmjF.28,273292,274078
LmjF.28,302355,303079
LmjF.28,358155,359154
LmjF.28,359345,360039
LmjF.28,405222,406204
LmjF.28,408160,408930
LmjF.28,419771,420508
LmjF.28,431344,431647
LmjF.28,431672,432250
LmjF.28,503618,504220
LmjF.28,507623,508261
LmjF.28,513109,513470
LmjF.28,513539,513899
LmjF.28,513956,514259
LmjF.28,514303,514900
LmjF.28,517150,517448
LmjF.28,517534,518728
LmjF.28,522505,523121
LmjF.28,530299,530401
LmjF.28,530413,531025
LmjF.28,536244,536527
LmjF.28,536550,537106
LmjF.28,577995,578200
LmjF.28,578206,578905
LmjF.28,589038,589633
LmjF.28,598538,599133
LmjF.28,648495,649259
LmjF.28,718494,719207
LmjF.28,748899,749554
LmjF.28,758555,760252
LmjF.28,766546,767205
LmjF.28,781044,781714
LmjF.28,785290,787013
LmjF.28,790345,790967
LmjF.28,814610,815445
LmjF.28,822661,823287
LmjF.28,828221,828964
LmjF.28,833050,833437
LmjF.28,833539,834315
LmjF.28,873801,874438
LmjF.28,874594,875332
LmjF.28,928934,929702
LmjF.28,969543,970177
LmjF.28,973680,974465
LmjF.28,989383,990168
LmjF.28,1081395,1082093
LmjF.28,1102329,1103206
LmjF.28,1119441,1120139
LmjF.28,1142039,1142737
LmjF.28,1152974,1153766
LmjF.29,36457,37196
LmjF.29,54386,54992
LmjF.29,55962,57901
LmjF.29,84587,85300
LmjF.29,93920,94774
LmjF.29,102419,103019
LmjF.29,133901,134481
LmjF.29,145140,145431
LmjF.29,145439,145833
LmjF.29,148629,149197
LmjF.29,154699,155299
LmjF.29,207281,207487
LmjF.29,207669,208352
LmjF.29,267379,268123
LmjF.29,283053,283957
LmjF.29,303057,304569
LmjF.29,316147,316353
LmjF.29,316535,317218
LmjF.29,317219,317356
LmjF.29,318751,320130
LmjF.29,326199,326987
LmjF.29,332121,332906
LmjF.29,340887,341143
LmjF.29,341213,341515
LmjF.29,341623,342191
LmjF.29,342340,342517
LmjF.29,357270,358104
LmjF.29,360468,361146
LmjF.29,369310,369988
LmjF.29,380869,381547
LmjF.29,392312,392522
LmjF.29,392531,392646
LmjF.29,392651,393951
LmjF.29,452293,453262
LmjF.29,513295,513902
LmjF.29,531060,531773
LmjF.29,558199,560598
LmjF.29,569084,569355
LmjF.29,569399,569532
LmjF.29,594074,594215
LmjF.29,637368,637662
LmjF.29,637743,638014
LmjF.29,638058,638518
LmjF.29,651069,651216
LmjF.29,653535,653829
LmjF.29,654037,654669
LmjF.29,654759,654879
LmjF.29,825959,826338
LmjF.29,828804,828945
LmjF.29,847667,848290
LmjF.29,848994,849372
LmjF.29,931295,931491
LmjF.29,934347,934543
LmjF.29,938383,938567
LmjF.29,983301,983437
LmjF.29,1010612,1010733
LmjF.29,1014689,1015688
LmjF.29,1016400,1016563
LmjF.29,1096008,1097821
LmjF.29,1164861,1165091
LmjF.29,1177589,1177952
LmjF.29,1181722,1182761
LmjF.29,1182789,1183432
LmjF.29,1185254,1185470
LmjF.29,1212134,1212234
LmjF.29,1212322,1212674
LmjF.30,146,1960
LmjF.30,104998,105567
LmjF.30,290012,290732
LmjF.30,489261,489841
LmjF.30,493303,493613
LmjF.30,493615,494426
LmjF.30,499672,499982
LmjF.30,499984,500795
LmjF.30,506028,506338
LmjF.30,506340,507151
LmjF.30,509891,510493
LmjF.30,569631,571354
LmjF.30,780927,781044
LmjF.30,781218,781625
LmjF.30,818633,819274
LmjF.30,825664,826703
LmjF.30,905096,905220
LmjF.30,1085342,1086406
LmjF.30,1090791,1091790
LmjF.30,1169664,1170129
LmjF.30,1170148,1170940
LmjF.30,1177543,1178186
LmjF.30,1205903,1206553
LmjF.30,1275794,1276463
LmjF.30,1292402,1293119
LmjF.30,1320968,1321744
LmjF.30,1383347,1383803
LmjF.30,1383818,1384614
LmjF.30,1399420,1403454
LmjF.31,1,1347
LmjF.31,148461,149530
LmjF.31,150783,151215
LmjF.31,151237,151880
LmjF.31,152242,152416
LmjF.31,152548,152745
LmjF.31,152819,152939
LmjF.31,152984,153592
LmjF.31,153640,154730
LmjF.31,154771,155656
LmjF.31,155909,156085
LmjF.31,156102,156674
LmjF.31,298813,299159
LmjF.31,299230,299797
LmjF.31,347054,347630
LmjF.31,363476,364052
LmjF.31,494651,494834
LmjF.31,571247,571912
LmjF.31,759220,759862
LmjF.31,822631,823221
LmjF.31,869872,870871
LmjF.31,879208,880209
LmjF.31,885981,886176
LmjF.31,939354,940105
LmjF.31,987640,988961
LmjF.31,1121141,1121773
LmjF.31,1121896,1123065
LmjF.31,1149786,1150558
LmjF.31,1208742,1210360
LmjF.31,1275904,1276620
LmjF.31,1301541,1302813
LmjF.31,1376210,1376794
LmjF.31,1475657,1476448
LmjF.31,1483666,1484336
LmjF.32,1,597
LmjF.32,600,3655
LmjF.32,13908,15613
LmjF.32,347675,347814
LmjF.32,381338,381550
LmjF.32,401975,403567
LmjF.32,495072,495406
LmjF.32,495464,496452
LmjF.32,592956,593509
LmjF.32,774198,775610
LmjF.32,818971,819770
LmjF.32,969571,970243
LmjF.32,1030200,1030303
LmjF.32,1086415,1087019
LmjF.32,1229034,1230519
LmjF.32,1560138,1565925
LmjF.33,1,1312
LmjF.33,81732,82362
LmjF.33,94791,95407
LmjF.33,95421,96734
LmjF.33,244112,244288
LmjF.33,587556,588299
LmjF.33,645111,645414
LmjF.33,831516,832131
LmjF.33,899428,901262
LmjF.33,1060374,1061000
LmjF.33,1063008,1064007
LmjF.33,1312548,1313161
LmjF.33,1330702,1331315
LmjF.33,1367281,1367596
LmjF.33,1367700,1368458
LmjF.33,1450731,1451591
LmjF.33,1577312,1578134
LmjF.33,1583227,1583673
LmjF.34,1,1259
LmjF.34,52079,52197
LmjF.34,52225,52865
LmjF.34,117435,117613
LmjF.34,164132,165131
LmjF.34,196521,198956
LmjF.34,198982,199127
LmjF.34,199214,199554
LmjF.34,199813,200144
LmjF.34,200229,200861
LmjF.34,202970,203584
LmjF.34,203778,203893
LmjF.34,204061,204314
LmjF.34,204362,205416
LmjF.34,205424,206089
LmjF.34,234465,235024
LmjF.34,235058,235614
LmjF.34,258560,258770
LmjF.34,258779,258894
LmjF.34,258899,260196
LmjF.34,358010,358587
LmjF.34,413557,414643
LmjF.34,414902,415233
LmjF.34,415318,415942
LmjF.34,475636,477387
LmjF.34,477617,481521
LmjF.34,483352,483542
LmjF.34,483601,484355
LmjF.34,484409,484647
LmjF.34,484710,486007
LmjF.34,486237,487731
LmjF.34,654148,655242
LmjF.34,703509,705117
LmjF.34,705121,705685
LmjF.34,705776,706329
LmjF.34,708446,709238
LmjF.34,709340,709642
LmjF.34,709700,710268
LmjF.34,712814,713846
LmjF.34,715997,717290
LmjF.34,717299,717822
LmjF.34,720368,721400
LmjF.34,723538,724383
LmjF.34,724397,724826
LmjF.34,724835,725358
LmjF.34,727633,728665
LmjF.34,730803,732096
LmjF.34,732105,732628
LmjF.34,735174,736206
LmjF.34,738334,739527
LmjF.34,739588,740208
LmjF.34,742774,743806
LmjF.34,745932,747225
LmjF.34,747234,747757
LmjF.34,750303,751335
LmjF.34,753471,754764
LmjF.34,754773,755296
LmjF.34,757832,758864
LmjF.34,761011,762303
LmjF.34,762312,762835
LmjF.34,765381,766413
LmjF.34,768553,769845
LmjF.34,769854,770377
LmjF.34,772923,773955
LmjF.34,776089,776881
LmjF.34,776983,777285
LmjF.34,777343,777911
LmjF.34,780456,781488
LmjF.34,783625,784917
LmjF.34,784926,785449
LmjF.34,787995,789027
LmjF.34,791178,792470
LmjF.34,792479,793002
LmjF.34,795548,796580
LmjF.34,798720,800012
LmjF.34,800021,800544
LmjF.34,803090,804122
LmjF.34,806260,807551
LmjF.34,807560,808083
LmjF.34,810629,811661
LmjF.34,813808,814598
LmjF.34,814804,815017
LmjF.34,815113,815637
LmjF.34,817912,818944
LmjF.34,821082,822374
LmjF.34,822383,822906
LmjF.34,825452,826484
LmjF.34,828633,829926
LmjF.34,829935,830458
LmjF.34,832917,834032
LmjF.34,836170,836962
LmjF.34,837064,837366
LmjF.34,837424,837992
LmjF.34,840535,841567
LmjF.34,843717,844911
LmjF.34,844970,845538
LmjF.34,848082,849114
LmjF.34,851252,852544
LmjF.34,852553,853076
LmjF.34,855622,856654
LmjF.34,858782,860075
LmjF.34,860084,860607
LmjF.34,863154,864186
LmjF.34,866324,867616
LmjF.34,867625,868148
LmjF.34,958518,959130
LmjF.34,1032314,1032887
LmjF.34,1250704,1251336
LmjF.34,1257010,1257567
LmjF.34,1274145,1274357
LmjF.34,1274389,1275430
LmjF.34,1282068,1283645
LmjF.34,1283734,1284285
LmjF.34,1329059,1329778
LmjF.34,1342928,1344060
LmjF.34,1386804,1386974
LmjF.34,1387059,1387334
LmjF.34,1387335,1387546
LmjF.34,1387550,1388237
LmjF.34,1447866,1448740
LmjF.34,1470001,1470751
LmjF.34,1570355,1571867
LmjF.34,1866009,1866754
LmjF.35,5,1004
LmjF.35,7767,8338
LmjF.35,9492,10043
LmjF.35,12629,13852
LmjF.35,345909,346936
LmjF.35,373427,373981
LmjF.35,384270,384941
LmjF.35,396209,396839
LmjF.35,420966,421549
LmjF.35,467139,467251
LmjF.35,467283,468061
LmjF.35,522182,522881
LmjF.35,527465,527763
LmjF.35,528000,528572
LmjF.35,531688,532558
LmjF.35,543274,543864
LmjF.35,575846,576509
LmjF.35,792532,793258
LmjF.35,856638,856976
LmjF.35,959362,959995
LmjF.35,980155,980301
LmjF.35,1019623,1020256
LmjF.35,1199512,1200124
LmjF.35,1257262,1257463
LmjF.35,1257497,1258337
LmjF.35,1443597,1444218
LmjF.35,1488727,1489390
LmjF.35,1489411,1489990
LmjF.35,1730885,1731258
